currency;trading_date;settlement_date;minimum;maximum;last
USD;01/03/2011;01/05/2011;1.6437;1.6640;1.6501
USD;01/04/2011;01/06/2011;1.6510;1.6712;1.6616
USD;01/05/2011;01/07/2011;1.6605;1.6763;1.6760
USD;01/06/2011;01/10/2011;1.6730;1.6940;1.6873
USD;01/07/2011;01/11/2011;1.6775;1.6920;1.6830
USD;01/10/2011;01/12/2011;1.6850;1.6960;1.6868
USD;01/11/2011;01/13/2011;1.6849;1.6930;1.6859
USD;01/12/2011;01/14/2011;1.6720;1.6835;1.6740
USD;01/13/2011;01/18/2011;1.6660;1.6780;1.6702
USD;01/14/2011;01/19/2011;1.6805;1.6910;1.6845
USD;01/17/2011;01/19/2011;1.6785;1.6850;1.6815
USD;01/18/2011;01/20/2011;1.6710;1.6770;1.6762
USD;01/19/2011;01/21/2011;1.6660;1.6735;1.6715
USD;01/20/2011;01/24/2011;1.6658;1.6780;1.6725
USD;01/21/2011;01/25/2011;1.6670;1.6764;1.6702
USD;01/24/2011;01/26/2011;1.6680;1.6770;1.6715
USD;01/25/2011;01/27/2011;1.6680;1.6775;1.6740
USD;01/26/2011;01/28/2011;1.6670;1.6710;1.6688
USD;01/27/2011;01/31/2011;1.6628;1.6792;1.6787
USD;01/28/2011;02/01/2011;1.6730;1.6870;1.6776
USD;01/31/2011;02/02/2011;1.6700;1.6790;1.6739
USD;02/01/2011;02/03/2011;1.6590;1.6680;1.6660
USD;02/02/2011;02/04/2011;1.6625;1.6705;1.6666
USD;02/03/2011;02/07/2011;1.6655;1.6735;1.6696
USD;02/04/2011;02/08/2011;1.6654;1.6780;1.6735
USD;02/07/2011;02/09/2011;1.6720;1.6800;1.6784
USD;02/08/2011;02/10/2011;1.6625;1.6785;1.6660
USD;02/09/2011;02/11/2011;1.6580;1.6710;1.6600
USD;02/10/2011;02/14/2011;1.6632;1.6712;1.6682
USD;02/11/2011;02/15/2011;1.6630;1.6760;1.6650
USD;02/14/2011;02/16/2011;1.6650;1.6701;1.6676
USD;02/15/2011;02/17/2011;1.6635;1.6715;1.6687
USD;02/16/2011;02/18/2011;1.6660;1.6750;1.6700
USD;02/17/2011;02/22/2011;1.6590;1.6720;1.6617
USD;02/18/2011;02/23/2011;1.6611;1.6700;1.6633
USD;02/21/2011;02/23/2011;1.6625;1.6690;1.6670
USD;02/22/2011;02/24/2011;1.6640;1.6727;1.6727
USD;02/23/2011;02/25/2011;1.6660;1.6765;1.6745
USD;02/24/2011;02/28/2011;1.6605;1.6725;1.6650
USD;02/25/2011;03/01/2011;1.6570;1.6650;1.6622
USD;02/28/2011;03/02/2011;1.6558;1.6664;1.6664
USD;03/01/2011;03/03/2011;1.6592;1.6650;1.6638
USD;03/02/2011;03/04/2011;1.6560;1.6649;1.6595
USD;03/03/2011;03/09/2011;1.6480;1.6590;1.6516
USD;03/04/2011;03/10/2011;1.6425;1.6510;1.6441
USD;03/09/2011;03/11/2011;1.6535;1.6572;1.6564
USD;03/10/2011;03/14/2011;1.6570;1.6625;1.6598
USD;03/11/2011;03/15/2011;1.6600;1.6700;1.6644
USD;03/14/2011;03/16/2011;1.6598;1.6680;1.6599
USD;03/15/2011;03/17/2011;1.6640;1.6790;1.6698
USD;03/16/2011;03/18/2011;1.6600;1.6772;1.6748
USD;03/17/2011;03/21/2011;1.6650;1.6930;1.6797
USD;03/18/2011;03/22/2011;1.6670;1.6765;1.6722
USD;03/21/2011;03/23/2011;1.6619;1.6675;1.6654
USD;03/22/2011;03/24/2011;1.6610;1.6660;1.6637
USD;03/23/2011;03/25/2011;1.6570;1.6650;1.6597
USD;03/24/2011;03/28/2011;1.6550;1.6630;1.6594
USD;03/25/2011;03/29/2011;1.6550;1.6620;1.6583
USD;03/28/2011;03/30/2011;1.6575;1.6650;1.6616
USD;03/29/2011;03/31/2011;1.6490;1.6635;1.6495
USD;03/30/2011;04/01/2011;1.6272;1.6518;1.6360
USD;03/31/2011;04/04/2011;1.6220;1.6325;1.6305
USD;04/01/2011;04/05/2011;1.6107;1.6310;1.6118
USD;04/04/2011;04/06/2011;1.6049;1.6200;1.6087
USD;04/05/2011;04/07/2011;1.6050;1.6134;1.6094
USD;04/06/2011;04/08/2011;1.6010;1.6170;1.6140
USD;04/07/2011;04/11/2011;1.5836;1.6010;1.5851
USD;04/08/2011;04/12/2011;1.5700;1.5785;1.5745
USD;04/11/2011;04/13/2011;1.5720;1.5845;1.5835
USD;04/12/2011;04/14/2011;1.5757;1.5930;1.5930
USD;04/13/2011;04/15/2011;1.5798;1.5975;1.5865
USD;04/14/2011;04/18/2011;1.5779;1.5920;1.5784
USD;04/15/2011;04/19/2011;1.5700;1.5820;1.5772
USD;04/18/2011;04/20/2011;1.5850;1.6000;1.5895
USD;04/19/2011;04/25/2011;1.5740;1.5860;1.5740
USD;04/20/2011;04/26/2011;1.5630;1.5820;1.5702
USD;04/25/2011;04/27/2011;1.5620;1.5778;1.5710
USD;04/26/2011;04/28/2011;1.5610;1.5690;1.5630
USD;04/27/2011;04/29/2011;1.5580;1.5735;1.5723
USD;04/28/2011;05/02/2011;1.5743;1.5970;1.5791
USD;04/29/2011;05/03/2011;1.5655;1.5800;1.5737
USD;05/02/2011;05/04/2011;1.5700;1.5795;1.5795
USD;05/03/2011;05/05/2011;1.5815;1.5970;1.5852
USD;05/04/2011;05/06/2011;1.5810;1.6167;1.6004
USD;05/05/2011;05/09/2011;1.6110;1.6273;1.6265
USD;05/06/2011;05/10/2011;1.6005;1.6200;1.6192
USD;05/09/2011;05/11/2011;1.6130;1.6300;1.6173
USD;05/10/2011;05/12/2011;1.6020;1.6130;1.6072
USD;05/11/2011;05/13/2011;1.6060;1.6250;1.6177
USD;05/12/2011;05/16/2011;1.6152;1.6300;1.6193
USD;05/13/2011;05/17/2011;1.6130;1.6450;1.6323
USD;05/16/2011;05/18/2011;1.6250;1.6390;1.6316
USD;05/17/2011;05/19/2011;1.6183;1.6395;1.6194
USD;05/18/2011;05/20/2011;1.6089;1.6225;1.6162
USD;05/19/2011;05/23/2011;1.6069;1.6205;1.6138
USD;05/20/2011;05/24/2011;1.6100;1.6236;1.6205
USD;05/23/2011;05/25/2011;1.6280;1.6400;1.6311
USD;05/24/2011;05/26/2011;1.6219;1.6294;1.6220
USD;05/25/2011;05/27/2011;1.6260;1.6340;1.6280
USD;05/26/2011;05/31/2011;1.6143;1.6270;1.6169
USD;05/27/2011;06/01/2011;1.5955;1.6110;1.5975
USD;05/30/2011;06/01/2011;1.5866;1.5980;1.5911
USD;05/31/2011;06/02/2011;1.5765;1.5860;1.5807
USD;06/01/2011;06/03/2011;1.5780;1.5945;1.5923
USD;06/02/2011;06/06/2011;1.5740;1.5882;1.5754
USD;06/03/2011;06/07/2011;1.5705;1.5850;1.5723
USD;06/06/2011;06/08/2011;1.5760;1.5850;1.5830
USD;06/07/2011;06/09/2011;1.5730;1.5790;1.5764
USD;06/08/2011;06/10/2011;1.5780;1.5880;1.5820
USD;06/09/2011;06/13/2011;1.5800;1.5910;1.5880
USD;06/10/2011;06/14/2011;1.5844;1.6010;1.5934
USD;06/13/2011;06/15/2011;1.5855;1.5945;1.5891
USD;06/14/2011;06/16/2011;1.5790;1.5875;1.5831
USD;06/15/2011;06/17/2011;1.5885;1.6050;1.5976
USD;06/16/2011;06/20/2011;1.6040;1.6161;1.6090
USD;06/17/2011;06/21/2011;1.5940;1.6100;1.5961
USD;06/20/2011;06/22/2011;1.5920;1.6080;1.5940
USD;06/21/2011;06/24/2011;1.5855;1.5960;1.5882
USD;06/22/2011;06/27/2011;1.5845;1.5905;1.5898
USD;06/24/2011;06/28/2011;1.5910;1.6045;1.6039
USD;06/27/2011;06/29/2011;1.5930;1.6036;1.5957
USD;06/28/2011;06/30/2011;1.5765;1.5950;1.5772
USD;06/29/2011;07/01/2011;1.5676;1.5780;1.5720
USD;06/30/2011;07/05/2011;1.5570;1.5650;1.5600
USD;07/01/2011;07/06/2011;1.5530;1.5650;1.5565
USD;07/04/2011;07/06/2011;1.5527;1.5610;1.5578
USD;07/05/2011;07/07/2011;1.5580;1.5670;1.5628
USD;07/06/2011;07/08/2011;1.5625;1.5730;1.5689
USD;07/07/2011;07/11/2011;1.5525;1.5700;1.5570
USD;07/08/2011;07/12/2011;1.5560;1.5680;1.5635
USD;07/11/2011;07/13/2011;1.5760;1.5845;1.5795
USD;07/12/2011;07/14/2011;1.5730;1.5850;1.5750
USD;07/13/2011;07/15/2011;1.5690;1.5830;1.5745
USD;07/14/2011;07/18/2011;1.5680;1.5795;1.5781
USD;07/15/2011;07/19/2011;1.5710;1.5761;1.5745
USD;07/18/2011;07/20/2011;1.5769;1.5845;1.5815
USD;07/19/2011;07/21/2011;1.5640;1.5730;1.5658
USD;07/20/2011;07/22/2011;1.5570;1.5690;1.5651
USD;07/21/2011;07/25/2011;1.5515;1.5620;1.5550
USD;07/22/2011;07/26/2011;1.5485;1.5600;1.5549
USD;07/25/2011;07/27/2011;1.5360;1.5530;1.5428
USD;07/26/2011;07/28/2011;1.5297;1.5395;1.5343
USD;07/27/2011;07/29/2011;1.5525;1.5760;1.5570
USD;07/28/2011;08/01/2011;1.5610;1.5710;1.5685
USD;07/29/2011;08/02/2011;1.5500;1.5730;1.5500
USD;08/01/2011;08/03/2011;1.5465;1.5638;1.5632
USD;08/02/2011;08/04/2011;1.5625;1.5750;1.5659
USD;08/03/2011;08/05/2011;1.5587;1.5700;1.5621
USD;08/04/2011;08/08/2011;1.5695;1.5856;1.5856
USD;08/05/2011;08/09/2011;1.5760;1.6020;1.5840
USD;08/08/2011;08/10/2011;1.5910;1.6130;1.6125
USD;08/09/2011;08/11/2011;1.5942;1.6595;1.5952
USD;08/10/2011;08/12/2011;1.6010;1.6315;1.6184
USD;08/11/2011;08/15/2011;1.6161;1.6440;1.6210
USD;08/12/2011;08/16/2011;1.6070;1.6200;1.6120
USD;08/15/2011;08/17/2011;1.5875;1.6070;1.5902
USD;08/16/2011;08/18/2011;1.5860;1.6035;1.5903
USD;08/17/2011;08/19/2011;1.5796;1.5860;1.5850
USD;08/18/2011;08/22/2011;1.5950;1.6120;1.6040
USD;08/19/2011;08/23/2011;1.5910;1.6014;1.6003
USD;08/22/2011;08/24/2011;1.5910;1.6075;1.6043
USD;08/23/2011;08/25/2011;1.5970;1.6080;1.5995
USD;08/24/2011;08/26/2011;1.5986;1.6130;1.6093
USD;08/25/2011;08/29/2011;1.6037;1.6190;1.6108
USD;08/26/2011;08/30/2011;1.6020;1.6170;1.6042
USD;08/29/2011;08/31/2011;1.5911;1.6010;1.5925
USD;08/30/2011;09/01/2011;1.5825;1.5960;1.5858
USD;08/31/2011;09/02/2011;1.5824;1.5970;1.5900
USD;09/01/2011;09/06/2011;1.5980;1.6147;1.6140
USD;09/02/2011;09/08/2011;1.6240;1.6470;1.6335
USD;09/05/2011;09/08/2011;1.6460;1.6600;1.6485
USD;09/06/2011;09/09/2011;1.6525;1.6680;1.6596
USD;09/08/2011;09/12/2011;1.6515;1.6620;1.6558
USD;09/09/2011;09/13/2011;1.6665;1.6850;1.6765
USD;09/12/2011;09/14/2011;1.6785;1.7290;1.7133
USD;09/13/2011;09/15/2011;1.7010;1.7220;1.7010
USD;09/14/2011;09/16/2011;1.7100;1.7380;1.7150
USD;09/15/2011;09/19/2011;1.6990;1.7210;1.7102
USD;09/16/2011;09/20/2011;1.7080;1.7325;1.7287
USD;09/19/2011;09/21/2011;1.7500;1.8000;1.7779
USD;09/20/2011;09/22/2011;1.7586;1.7990;1.7925
USD;09/21/2011;09/23/2011;1.8010;1.8580;1.8190
USD;09/22/2011;09/26/2011;1.8440;1.9480;1.9020
USD;09/23/2011;09/27/2011;1.8375;1.9230;1.8386
USD;09/26/2011;09/28/2011;1.8260;1.8642;1.8477
USD;09/27/2011;09/29/2011;1.7950;1.8150;1.8046
USD;09/28/2011;09/30/2011;1.8010;1.8325;1.8313
USD;09/29/2011;10/03/2011;1.8255;1.8570;1.8475
USD;09/30/2011;10/04/2011;1.8490;1.8891;1.8801
USD;10/03/2011;10/05/2011;1.8715;1.9145;1.8775
USD;10/04/2011;10/06/2011;1.8678;1.8982;1.8798
USD;10/05/2011;10/07/2011;1.8239;1.8580;1.8348
USD;10/06/2011;10/11/2011;1.7810;1.8360;1.7876
USD;10/07/2011;10/13/2011;1.7560;1.7845;1.7630
USD;10/10/2011;10/13/2011;1.7403;1.7689;1.7665
USD;10/11/2011;10/14/2011;1.7525;1.7830;1.7590
USD;10/13/2011;10/17/2011;1.7400;1.7670;1.7508
USD;10/14/2011;10/18/2011;1.7270;1.7435;1.7298
USD;10/17/2011;10/19/2011;1.7400;1.7674;1.7556
USD;10/18/2011;10/20/2011;1.7565;1.7840;1.7618
USD;10/19/2011;10/21/2011;1.7450;1.7770;1.7725
USD;10/20/2011;10/24/2011;1.7645;1.8076;1.7860
USD;10/21/2011;10/25/2011;1.7673;1.7905;1.7788
USD;10/24/2011;10/26/2011;1.7500;1.7850;1.7720
USD;10/25/2011;10/27/2011;1.7382;1.7681;1.7665
USD;10/26/2011;10/28/2011;1.7464;1.7720;1.7600
USD;10/27/2011;10/31/2011;1.7010;1.7408;1.7085
USD;10/28/2011;11/01/2011;1.6770;1.7110;1.6830
USD;10/31/2011;11/03/2011;1.6765;1.7017;1.7017
USD;11/01/2011;11/04/2011;1.7287;1.7595;1.7315
USD;11/03/2011;11/07/2011;1.7156;1.7440;1.7390
USD;11/04/2011;11/08/2011;1.7275;1.7590;1.7405
USD;11/07/2011;11/09/2011;1.7440;1.7630;1.7494
USD;11/08/2011;11/10/2011;1.7380;1.7520;1.7380
USD;11/09/2011;11/14/2011;1.7460;1.7725;1.7710
USD;11/10/2011;11/16/2011;1.7550;1.7713;1.7618
USD;11/11/2011;11/16/2011;1.7425;1.7610;1.7434
USD;11/14/2011;11/17/2011;1.7550;1.7710;1.7650
USD;11/16/2011;11/18/2011;1.7680;1.7860;1.7722
USD;11/17/2011;11/21/2011;1.7660;1.7880;1.7783
USD;11/18/2011;11/22/2011;1.7668;1.7850;1.7723
USD;11/21/2011;11/23/2011;1.8005;1.8182;1.8067
USD;11/22/2011;11/25/2011;1.7990;1.8258;1.8044
USD;11/23/2011;11/28/2011;1.8300;1.8734;1.8612
USD;11/24/2011;11/28/2011;1.8530;1.8999;1.8960
USD;11/25/2011;11/29/2011;1.8777;1.9130;1.8868
USD;11/28/2011;11/30/2011;1.8500;1.8707;1.8516
USD;11/29/2011;12/01/2011;1.8390;1.8531;1.8476
USD;11/30/2011;12/02/2011;1.7959;1.8330;1.8090
USD;12/01/2011;12/05/2011;1.7830;1.8090;1.8019
USD;12/02/2011;12/06/2011;1.7780;1.8020;1.7915
USD;12/05/2011;12/07/2011;1.7790;1.7891;1.7891
USD;12/06/2011;12/08/2011;1.7807;1.7985;1.7972
USD;12/07/2011;12/09/2011;1.7875;1.8030;1.7915
USD;12/08/2011;12/12/2011;1.7840;1.8201;1.8165
USD;12/09/2011;12/13/2011;1.8040;1.8185;1.8054
USD;12/12/2011;12/14/2011;1.8150;1.8442;1.8434
USD;12/13/2011;12/15/2011;1.8354;1.8599;1.8400
USD;12/14/2011;12/16/2011;1.8659;1.8840;1.8735
USD;12/15/2011;12/19/2011;1.8510;1.8750;1.8603
USD;12/16/2011;12/20/2011;1.8410;1.8640;1.8564
USD;12/19/2011;12/21/2011;1.8580;1.8706;1.8680
USD;12/20/2011;12/22/2011;1.8390;1.8612;1.8464
USD;12/21/2011;12/23/2011;1.8440;1.8610;1.8580
USD;12/22/2011;12/27/2011;1.8490;1.8640;1.8521
USD;12/23/2011;12/28/2011;1.8480;1.8625;1.8580
USD;12/26/2011;12/28/2011;1.8510;1.8610;1.8600
USD;12/27/2011;12/29/2011;1.8550;1.8620;1.8613
USD;12/28/2011;12/29/2011;1.8560;1.8880;1.8740
USD;12/29/2011;01/03/2012;1.8645;1.8835;1.8693
USD;12/30/2011;01/04/2012;-;-;-
USD;01/02/2012;01/04/2012;1.8590;1.8745;1.8715
USD;01/03/2012;01/05/2012;1.8303;1.8550;1.8320
USD;01/04/2012;01/06/2012;1.8190;1.8360;1.8290
USD;01/05/2012;01/09/2012;1.8300;1.8490;1.8407
USD;01/06/2012;01/10/2012;1.8380;1.8542;1.8522
USD;01/09/2012;01/11/2012;1.8373;1.8570;1.8373
USD;01/10/2012;01/12/2012;1.7965;1.8210;1.8015
USD;01/11/2012;01/13/2012;1.7979;1.8111;1.7979
USD;01/12/2012;01/17/2012;1.7765;1.7970;1.7843
USD;01/13/2012;01/18/2012;1.7710;1.8065;1.7905
USD;01/16/2012;01/18/2012;1.7809;1.7880;1.7880
USD;01/17/2012;01/19/2012;1.7670;1.7796;1.7796
USD;01/18/2012;01/20/2012;1.7633;1.7840;1.7643
USD;01/19/2012;01/23/2012;1.7596;1.7731;1.7628
USD;01/20/2012;01/24/2012;1.7567;1.7740;1.7595
USD;01/23/2012;01/25/2012;1.7490;1.7578;1.7551
USD;01/24/2012;01/26/2012;1.7538;1.7690;1.7553
USD;01/25/2012;01/27/2012;1.7435;1.7680;1.7435
USD;01/26/2012;01/30/2012;1.7330;1.7467;1.7452
USD;01/27/2012;01/31/2012;1.7385;1.7480;1.7385
USD;01/30/2012;02/01/2012;1.7460;1.7550;1.7469
USD;01/31/2012;02/02/2012;1.7347;1.7539;1.7460
USD;02/01/2012;02/03/2012;1.7285;1.7430;1.7337
USD;02/02/2012;02/06/2012;1.7180;1.7380;1.7203
USD;02/03/2012;02/07/2012;1.7130;1.7340;1.7170
USD;02/06/2012;02/08/2012;1.7130;1.7440;1.7260
USD;02/07/2012;02/09/2012;1.7180;1.7330;1.7239
USD;02/08/2012;02/10/2012;1.7145;1.7260;1.7164
USD;02/09/2012;02/13/2012;1.7168;1.7270;1.7184
USD;02/10/2012;02/14/2012;1.7230;1.7310;1.7240
USD;02/13/2012;02/15/2012;1.7125;1.7215;1.7140
USD;02/14/2012;02/16/2012;1.7125;1.7206;1.7206
USD;02/15/2012;02/17/2012;1.7120;1.7240;1.7234
USD;02/16/2012;02/22/2012;1.7188;1.7380;1.7189
USD;02/17/2012;02/23/2012;1.7120;1.7170;1.7131
USD;02/22/2012;02/24/2012;1.7035;1.7160;1.7051
USD;02/23/2012;02/27/2012;1.6970;1.7131;1.7121
USD;02/24/2012;02/28/2012;1.7013;1.7120;1.7070
USD;02/27/2012;02/29/2012;1.7045;1.7155;1.7076
USD;02/28/2012;03/01/2012;1.6980;1.7051;1.7005
USD;02/29/2012;03/02/2012;1.6906;1.7230;1.7191
USD;03/01/2012;03/05/2012;1.7100;1.7270;1.7124
USD;03/02/2012;03/06/2012;1.7190;1.7336;1.7330
USD;03/05/2012;03/07/2012;1.7263;1.7370;1.7344
USD;03/06/2012;03/08/2012;1.7460;1.7617;1.7601
USD;03/07/2012;03/09/2012;1.7580;1.7732;1.7666
USD;03/08/2012;03/12/2012;1.7555;1.7794;1.7610
USD;03/09/2012;03/13/2012;1.7660;1.7870;1.7826
USD;03/12/2012;03/14/2012;1.8030;1.8310;1.8058
USD;03/13/2012;03/15/2012;1.7934;1.8259;1.8000
USD;03/14/2012;03/16/2012;1.7995;1.8240;1.8100
USD;03/15/2012;03/19/2012;1.7870;1.8100;1.8028
USD;03/16/2012;03/20/2012;1.7975;1.8060;1.8030
USD;03/19/2012;03/21/2012;1.8040;1.8110;1.8086
USD;03/20/2012;03/22/2012;1.8170;1.8360;1.8192
USD;03/21/2012;03/23/2012;1.8168;1.8291;1.8177
USD;03/22/2012;03/26/2012;1.8193;1.8320;1.8227
USD;03/23/2012;03/27/2012;1.8100;1.8250;1.8191
USD;03/26/2012;03/28/2012;1.8080;1.8182;1.8154
USD;03/27/2012;03/29/2012;1.8097;1.8220;1.8128
USD;03/28/2012;03/30/2012;1.8165;1.8278;1.8267
USD;03/29/2012;04/02/2012;1.8240;1.8372;1.8251
USD;03/30/2012;04/03/2012;1.8175;1.8305;1.8248
USD;04/02/2012;04/04/2012;1.8250;1.8380;1.8304
USD;04/03/2012;04/05/2012;1.8208;1.8330;1.8305
USD;04/04/2012;04/09/2012;1.8265;1.8340;1.8340
USD;04/05/2012;04/10/2012;1.8248;1.8330;1.8325
USD;04/09/2012;04/11/2012;1.8180;1.8300;1.8185
USD;04/10/2012;04/12/2012;1.8188;1.8368;1.8328
USD;04/11/2012;04/13/2012;1.8250;1.8370;1.8356
USD;04/12/2012;04/16/2012;1.8225;1.8325;1.8285
USD;04/13/2012;04/17/2012;1.8300;1.8430;1.8389
USD;04/16/2012;04/18/2012;1.8325;1.8420;1.8415
USD;04/17/2012;04/19/2012;1.8395;1.8550;1.8516
USD;04/18/2012;04/20/2012;1.8595;1.8850;1.8768
USD;04/19/2012;04/23/2012;1.8810;1.8931;1.8829
USD;04/20/2012;04/24/2012;1.8638;1.8880;1.8797
USD;04/23/2012;04/25/2012;1.8798;1.8910;1.8815
USD;04/24/2012;04/26/2012;1.8740;1.8828;1.8817
USD;04/25/2012;04/27/2012;1.8758;1.8880;1.8823
USD;04/26/2012;04/30/2012;1.8830;1.8910;1.8848
USD;04/27/2012;05/02/2012;1.8810;1.8880;1.8875
USD;04/30/2012;05/03/2012;1.8850;1.9063;1.8985
